iter	Passed	Remaining
1664	57391	52910
1665	57427	52877
1666	57465	52846
1667	57505	52816
1668	57544	52786
1669	57583	52756
1670	57625	52728
1671	57664	52697
1672	57699	52664
1673	57736	52632
1674	57775	52601
1675	57810	52567
1676	57842	52530
1677	57878	52497
1678	57915	52465
1679	57952	52433
1680	57994	52405
1681	58022	52365
1682	58060	52334
1683	58097	52301
1684	58133	52267
1685	58168	52234
1686	58203	52200
1687	58237	52164
1688	58272	52130
1689	58306	52095
1690	58341	52062
1691	58376	52028
1692	58412	51994
1693	58446	51960
1694	58481	51925
1695	58515	51891
1696	58552	51858
1697	58586	51823
1698	58619	51788
1699	58660	51759
1700	58697	51727
1701	58733	51693
1702	58771	51662
1703	58807	51629
1704	58843	51595
1705	58880	51563
1706	58914	51528
1707	58951	51496
1708	58986	51462
1709	59017	51424
1710	59054	51392
1711	59091	51360
1712	59127	51326
1713	59163	51293
1714	59199	51260
1715	59231	51223
1716	59264	51188
1717	59298	51152
1718	59335	51120
1719	59377	51092
1720	59413	51059
1721	59448	51025
1722	59484	50991
1723	59519	50957
1724	59555	50924
1725	59591	50891
1726	59623	50854
1727	59654	50816
1728	59688	50781
1729	59718	50743
1730	59754	50710
1731	59790	50676
1732	59817	50636
1733	59858	50606
1734	59894	50574
1735	59932	50541
1736	59968	50508
1737	60005	50476
1738	60034	50437
1739	60063	50398
1740	60096	50362
1741	60129	50326
1742	60169	50296
1743	60203	50261
1744	60237	50226
1745	60270	50191
1746	60301	50153
1747	60335	50118
1748	60367	50081
1749	60406	50050
1750	60440	50016
1751	60472	49979
1752	60507	49945
1753	60542	49911
1754	60573	49873
1755	60604	49836
1756	60640	49803
1757	60674	49767
1758	60707	49732
1759	60738	49695
1760	60770	49658
1761	60798	49618
1762	60826	49578
1763	60859	49542
1764	60889	49505
1765	60924	49470
1766	60957	49434
1767	60993	49401
1768	61027	49367
1769	61066	49336
1770	61102	49302
1771	61137	49269
1772	61173	49235
1773	61206	49199
1774	61242	49166
1775	61275	49130
1776	61311	49097
1777	61345	49062
1778	61388	49034
1779	61423	49000
1780	61461	48969
1781	61499	48937
1782	61529	48898
1783	61566	48866
1784	61604	48835
1785	61641	48802
1786	61677	48769
1787	61710	48733
1788	61743	48697
1789	61778	48663
1790	61810	48627
1791	61843	48591
1792	61879	48557
1793	61915	48524
1794	61950	48490
1795	61982	48453
1796	62018	48420
1797	62048	48382
1798	62081	48346
1799	62108	48306
1800	62143	48272
1801	62179	48239
1802	62210	48202
1803	62243	48166
1804	62275	48129
1805	62311	48096
1806	62346	48062
1807	62388	48033
1808	62426	48002
1809	62464	47970
1810	62495	47932
1811	62531	47899
1812	62566	47864
1813	62599	47829
1814	62631	47793
1815	62669	47761
1816	62707	47729
1817	62737	47691
1818	62770	47655
1819	62806	47622
1820	62840	47587
1821	62874	47552
1822	62911	47519
1823	62942	47483
1824	62982	47452
1825	63018	47419
1826	63055	47386
1827	63090	47352
1828	63121	47315
1829	63154	47279
1830	63187	47243
1831	63215	47204
1832	63252	47172
1833	63286	47137
1834	63320	47102
1835	63358	47070
1836	63395	47037
1837	63431	47004
1838	63470	46972
1839	63506	46939
1840	63539	46903
1841	63580	46873
1842	63624	46846
1843	63664	46815
1844	63700	46782
1845	63736	46749
1846	63770	46714
1847	63804	46679
1848	63840	46646
1849	63874	46611
1850	63909	46577
1851	63943	46541
1852	63978	46508
1853	64021	46479
1854	64058	46446
1855	64091	46411
1856	64125	46376
1857	64162	46343
1858	64199	46310
1859	64239	46279
1860	64275	46246
1861	64308	46210
1862	64347	46179
1863	64381	46144
1864	64416	46110
1865	64451	46076
1866	64487	46042
1867	64523	46009
1868	64556	45973
1869	64587	45936
1870	64623	45902
1871	64659	45869
1872	64696	45836
1873	64731	45802
1874	64766	45768
1875	64803	45735
1876	64836	45699
1877	64873	45667
1878	64906	45631
1879	64942	45598
1880	64981	45566
1881	65018	45533
1882	65052	45499
1883	65088	45465
1884	65123	45430
1885	65159	45397
1886	65191	45361
1887	65226	45326
1888	65256	45289
1889	65290	45254
1890	65326	45220
1891	65365	45189
1892	65401	45155
1893	65436	45121
1894	65470	45086
1895	65506	45052
1896	65539	45017
1897	65573	44982
1898	65609	44948
1899	65645	44915
1900	65681	44881
1901	65718	44849
1902	65752	44814
1903	65789	44781
1904	65825	44747
1905	65857	44711
1906	65885	44672
1907	65925	44641
1908	65961	44607
1909	65997	44574
1910	66028	44537
1911	66070	44507
1912	66105	44473
1913	66143	44441
1914	66180	44408
1915	66217	44375
1916	66252	44341
1917	66282	44303
1918	66319	44270
1919	66351	44234
1920	66388	44201
1921	66421	44165
1922	66455	44130
1923	66487	44094
1924	66521	44059
1925	66555	44024
1926	66597	43995
1927	66631	43960
1928	66665	43925
1929	66700	43890
1930	66739	43859
1931	66779	43828
1932	66813	43793
1933	66849	43759
1934	66884	43725
1935	66920	43691
1936	66956	43658
1937	66987	43621
1938	67021	43586
1939	67053	43550
1940	67083	43512
1941	67117	43477
1942	67152	43443
1943	67185	43407
1944	67219	43372
1945	67256	43339
1946	67292	43306
1947	67329	43273
1948	67366	43240
1949	67399	43205
1950	67435	43171
1951	67475	43139
1952	67510	43105
1953	67545	43071
1954	67577	43035
1955	67612	43001
1956	67648	42967
1957	67675	42928
1958	67712	42894
1959	67746	42859
1960	67780	42824
1961	67819	42793
1962	67851	42756
1963	67891	42726
1964	67924	42690
1965	67961	42657
1966	67999	42624
1967	68028	42586
1968	68064	42553
1969	68099	42519
1970	68133	42483
1971	68166	42448
1972	68198	42412
1973	68229	42375
1974	68265	42342
1975	68306	42311
1976	68345	42279
1977	68383	42246
1978	68419	42213
1979	68454	42178
1980	68488	42144
1981	68520	42108
1982	68562	42078
1983	68602	42046
1984	68639	42013
1985	68674	41979
1986	68709	41944
1987	68745	41911
1988	68772	41872
1989	68812	41840
1990	68856	41811
1991	68895	41779
1992	68926	41742
1993	68962	41709
1994	69000	41676
1995	69033	41641
1996	69071	41609
1997	69107	41575
1998	69144	41542
1999	69180	41508
2000	69217	41475
2001	69256	41443
2002	69293	41410
2003	69330	41376
2004	69363	41341
2005	69403	41309
2006	69439	41276
2007	69471	41240
2008	69503	41204
2009	69537	41169
2010	69572	41134
2011	69607	41100
2012	69634	41061
2013	69669	41026
2014	69702	40991
2015	69739	40957
2016	69777	40925
2017	69812	40891
2018	69850	40858
2019	69885	40824
2020	69921	40790
2021	69955	40755
2022	69991	40721
2023	70030	40689
2024	70068	40656
2025	70105	40624
2026	70146	40592
2027	70183	40559
2028	70222	40527
2029	70258	40493
2030	70298	40462
2031	70335	40428
2032	70369	40394
2033	70401	40358
2034	70435	40323
2035	70470	40288
2036	70501	40252
2037	70541	40220
2038	70579	40187
2039	70612	40152
2040	70649	40118
2041	70683	40083
2042	70719	40050
2043	70752	40014
2044	70785	39979
2045	70819	39944
2046	70851	39908
2047	70880	39870
2048	70915	39835
2049	70950	39801
2050	70981	39764
2051	71013	39728
2052	71042	39690
2053	71077	39656
2054	71114	39623
2055	71147	39587
2056	71184	39554
2057	71221	39521
2058	71253	39485
2059	71290	39451
2060	71327	39419
2061	71365	39385
2062	71401	39352
2063	71439	39319
2064	71474	39285
2065	71509	39250
2066	71540	39213
2067	71575	39179
2068	71612	39146
2069	71646	39111
2070	71684	39078
2071	71719	39044
2072	71750	39007
2073	71785	38973
2074	71820	38938
2075	71854	38903
2076	71891	38870
2077	71926	38836
2078	71960	38801
2079	71994	38766
2080	72031	38733
2081	72063	38697
2082	72104	38665
2083	72142	38633
2084	72182	38601
2085	72219	38567
2086	72254	38533
2087	72290	38499
2088	72320	38462
2089	72349	38425
2090	72386	38391
2091	72421	38357
2092	72449	38318
2093	72481	38282
2094	72509	38244
2095	72541	38208
2096	72577	38174
2097	72610	38139
2098	72644	38104
2099	72682	38071
2100	72719	38038
2101	72756	38005
2102	72787	37968
2103	72822	37933
2104	72858	37900
2105	72892	37865
2106	72927	37830
2107	72959	37795
2108	72993	37760
2109	73029	37726
2110	73062	37690
2111	73095	37655
2112	73123	37617
2113	73156	37581
2114	73183	37543
2115	73218	37509
2116	73256	37475
2117	73295	37443
2118	73331	37409
2119	73369	37376
2120	73408	37344
2121	73443	37310
2122	73475	37274
2123	73511	37240
2124	73543	37204
2125	73576	37168
2126	73608	37133
2127	73636	37095
2128	73672	37060
2129	73702	37024
2130	73735	36989
2131	73771	36955
2132	73808	36921
2133	73849	36890
2134	73885	36856
2135	73921	36822
2136	73953	36786
2137	73989	36752
2138	74022	36717
2139	74059	36683
2140	74091	36647
2141	74122	36611
2142	74159	36578
2143	74197	36545
2144	74231	36510
2145	74268	36476
2146	74303	36442
2147	74344	36410
2148	74380	36376
2149	74418	36343
2150	74453	36309
2151	74493	36277
2152	74531	36244
2153	74565	36209
2154	74598	36174
2155	74633	36139
2156	74669	36105
2157	74705	36071
2158	74740	36037
2159	74770	36000
2160	74800	35963
2161	74835	35929
2162	74870	35895
2163	74906	35861
2164	74947	35829
2165	74983	35795
2166	75017	35760
2167	75056	35727
2168	75091	35693
2169	75121	35656
2170	75161	35624
2171	75196	35590
2172	75234	35557
2173	75267	35522
2174	75305	35488
2175	75340	35454
2176	75375	35419
2177	75414	35387
2178	75451	35353
2179	75489	35320
2180	75525	35286
2181	75555	35250
2182	75591	35215
2183	75625	35180
2184	75661	35146
2185	75695	35112
2186	75726	35075
2187	75757	35039
2188	75792	35005
2189	75827	34970
2190	75863	34936
2191	75900	34903
2192	75930	34866
2193	75969	34833
2194	76005	34799
2195	76043	34766
2196	76079	34732
2197	76114	34698
2198	76147	34662
2199	76180	34627
2200	76211	34591
2201	76247	34557
2202	76281	34522
2203	76316	34488
2204	76352	34453
2205	76382	34417
2206	76417	34382
2207	76447	34346
2208	76486	34313
2209	76524	34280
2210	76561	34246
2211	76598	34213
2212	76634	34179
2213	76669	34144
2214	76700	34108
2215	76728	34070
2216	76760	34034
2217	76798	34001
2218	76829	33965
2219	76869	33933
2220	76906	33900
2221	76943	33866
2222	76976	33830
2223	77012	33796
2224	77044	33761
2225	77077	33725
2226	77112	33691
2227	77146	33656
2228	77182	33622
2229	77219	33588
2230	77252	33553
2231	77281	33516
2232	77309	33478
2233	77344	33444
2234	77372	33407
2235	77409	33373
2236	77441	33337
2237	77477	33303
2238	77514	33270
2239	77551	33236
2240	77589	33203
2241	77627	33169
2242	77654	33132
2243	77690	33097
2244	77724	33063
2245	77761	33029
2246	77799	32996
2247	77832	32961
2248	77866	32926
2249	77896	32889
2250	77926	32852
2251	77956	32816
2252	77991	32782
2253	78030	32749
2254	78063	32714
2255	78100	32680
2256	78133	32645
2257	78164	32608
2258	78204	32576
2259	78238	32541
2260	78277	32508
2261	78310	32473
2262	78345	32439
2263	78382	32405
2264	78418	32371
2265	78453	32336
2266	78488	32302
2267	78523	32268
2268	78551	32230
2269	78582	32194
2270	78623	32162
2271	78653	32126
2272	78688	32091
2273	78723	32057
2274	78761	32023
2275	78800	31991
2276	78838	31957
2277	78873	31923
2278	78905	31887
2279	78944	31854
2280	78981	31821
2281	79017	31786
2282	79053	31752
2283	79091	31719
2284	79125	31684
2285	79162	31651
2286	79196	31616
2287	79233	31582
2288	79268	31548
2289	79304	31514
2290	79343	31480
2291	79379	31446
2292	79416	31413
2293	79446	31376
2294	79481	31342
2295	79515	31307
2296	79545	31270
2297	79578	31235
2298	79617	31202
2299	79652	31168
2300	79688	31134
2301	79727	31101
2302	79763	31067
2303	79792	31030
2304	79823	30994
2305	79857	30959
2306	79886	30922
2307	79919	30887
2308	79949	30851
2309	79982	30815
2310	80013	30779
2311	80050	30746
2312	80086	30711
2313	80122	30677
2314	80158	30643
2315	80194	30609
2316	80226	30574
2317	80257	30537
2318	80291	30503
2319	80327	30469
2320	80358	30433
2321	80393	30398
2322	80428	30364
2323	80462	30329
2324	80503	30297
2325	80541	30263
2326	80572	30227
2327	80603	30191
2328	80638	30157
2329	80674	30122
2330	80708	30088
2331	80736	30051
2332	80772	30016
2333	80808	29982
2334	80845	29949
2335	80879	29914
2336	80910	29878
2337	80941	29842
2338	80971	29806
2339	81005	29771
2340	81035	29734
2341	81072	29701
2342	81104	29665
2343	81140	29631
2344	81173	29596
2345	81206	29561
2346	81244	29527
2347	81278	29492
2348	81313	29458
2349	81356	29426
2350	81393	29392
2351	81433	29360
2352	81468	29325
2353	81502	29291
2354	81538	29256
2355	81573	29222
2356	81612	29189
2357	81644	29153
2358	81677	29118
2359	81708	29082
2360	81743	29048
2361	81779	29014
2362	81811	28978
2363	81849	28944
2364	81884	28910
2365	81920	28876
2366	81957	28842
2367	81988	28806
2368	82025	28773
2369	82057	28737
2370	82095	28703
2371	82131	28669
2372	82168	28636
2373	82203	28601
2374	82239	28567
2375	82272	28532
2376	82303	28496
2377	82338	28461
2378	82369	28426
2379	82405	28391
2380	82439	28356
2381	82474	28322
2382	82505	28286
2383	82540	28252
2384	82572	28216
2385	82602	28180
2386	82640	28146
2387	82670	28110
2388	82703	28075
2389	82740	28041
2390	82775	28007
2391	82811	27973
2392	82848	27939
2393	82883	27904
2394	82919	27870
2395	82955	27836
2396	82988	27801
2397	83023	27766
2398	83058	27732
2399	83091	27697
2400	83127	27663
2401	83163	27628
2402	83198	27594
2403	83237	27561
2404	83274	27527
2405	83311	27493
2406	83347	27459
2407	83386	27426
2408	83422	27391
2409	83458	27357
2410	83499	27325
2411	83536	27291
2412	83573	27257
2413	83611	27223
2414	83641	27187
2415	83677	27153
2416	83716	27120
2417	83754	27087
2418	83788	27052
2419	83824	27017
2420	83856	26982
2421	83891	26947
2422	83922	26912
2423	83957	26877
2424	83991	26842
2425	84026	26808
2426	84056	26771
2427	84089	26736
2428	84118	26700
2429	84145	26663
2430	84180	26628
2431	84214	26594
2432	84246	26558
2433	84276	26522
2434	84312	26488
2435	84347	26453
2436	84382	26419
2437	84415	26384
2438	84454	26350
2439	84491	26316
2440	84524	26281
2441	84558	26247
2442	84592	26212
2443	84627	26177
2444	84661	26142
2445	84689	26106
2446	84723	26071
2447	84759	26037
2448	84793	26002
2449	84825	25967
2450	84858	25931
2451	84887	25895
2452	84918	25859
2453	84954	25825
2454	84987	25790
2455	85023	25756
2456	85056	25721
2457	85092	25687
2458	85127	25652
2459	85163	25618
2460	85198	25583
2461	85233	25549
2462	85267	25514
2463	85302	25479
2464	85334	25444
2465	85369	25410
2466	85403	25375
2467	85433	25339
2468	85468	25304
2469	85504	25270
2470	85538	25235
2471	85570	25200
2472	85607	25166
2473	85642	25131
2474	85673	25096
2475	85709	25062
2476	85749	25028
2477	85785	24994
2478	85820	24960
2479	85855	24925
2480	85890	24891
2481	85921	24855
2482	85956	24821
2483	85990	24786
2484	86024	24751
2485	86058	24716
2486	86087	24680
2487	86122	24646
2488	86158	24611
2489	86189	24576
2490	86222	24540
2491	86253	24505
2492	86287	24470
2493	86322	24436
2494	86360	24402
2495	86398	24368
2496	86431	24333
2497	86461	24297
2498	86495	24263
2499	86539	24231
2500	86578	24197
2501	86613	24163
2502	86651	24129
2503	86688	24095
2504	86722	24060
2505	86749	24023
2506	86783	23989
2507	86814	23953
2508	86849	23919
2509	86884	23884
2510	86920	23850
2511	86957	23816
2512	86991	23781
2513	87019	23745
2514	87055	23711
2515	87091	23676
2516	87126	23642
2517	87161	23607
2518	87196	23573
2519	87227	23537
2520	87261	23502
2521	87297	23468
2522	87327	23432
2523	87359	23397
2524	87395	23363
2525	87431	23328
2526	87462	23293
2527	87497	23258
2528	87535	23225
2529	87572	23191
2530	87605	23156
2531	87644	23122
2532	87677	23087
2533	87712	23053
2534	87744	23017
2535	87773	22981
2536	87805	22946
2537	87839	22911
2538	87875	22877
2539	87916	22844
2540	87953	22810
2541	87996	22777
2542	88034	22744
2543	88068	22709
2544	88106	22675
2545	88140	22641
2546	88176	22606
2547	88210	22571
2548	88242	22536
2549	88273	22500
2550	88303	22465
2551	88335	22430
2552	88370	22395
2553	88400	22359
2554	88436	22325
2555	88469	22290
2556	88510	22257
2557	88542	22222
2558	88580	22188
2559	88617	22154
2560	88649	22119
2561	88677	22082
2562	88711	22048
2563	88747	22013
2564	88778	21978
2565	88812	21943
2566	88848	21909
2567	88877	21873
2568	88908	21837
2569	88943	21803
2570	88977	21768
2571	89007	21732
2572	89043	21698
2573	89081	21664
2574	89114	21629
2575	89145	21594
2576	89184	21560
2577	89220	21526
2578	89251	21491
2579	89284	21455
2580	89316	21420
2581	89347	21385
2582	89374	21348
2583	89409	21314
2584	89447	21280
2585	89480	21245
2586	89511	21210
2587	89546	21175
2588	89577	21140
2589	89614	21106
2590	89645	21070
2591	89685	21037
2592	89722	21003
2593	89759	20969
2594	89794	20934
2595	89830	20900
2596	89864	20865
2597	89899	20831
2598	89935	20796
2599	89969	20762
2600	90001	20727
2601	90035	20692
2602	90070	20657
2603	90104	20623
2604	90138	20588
2605	90168	20552
2606	90199	20517
2607	90235	20482
2608	90271	20448
2609	90307	20414
2610	90342	20379
2611	90383	20346
2612	90421	20312
2613	90453	20277
2614	90488	20243
2615	90521	20208
2616	90557	20173
2617	90592	20139
2618	90629	20105
2619	90665	20071
2620	90697	20035
2621	90727	20000
2622	90762	19965
2623	90791	19929
2624	90827	19895
2625	90861	19860
2626	90888	19824
2627	90918	19789
2628	90950	19753
2629	90985	19719
2630	91021	19684
2631	91053	19649
2632	91089	19615
2633	91117	19579
2634	91156	19545
2635	91189	19511
2636	91229	19477
2637	91259	19442
2638	91296	19407
2639	91328	19372
2640	91360	19337
2641	91396	19303
2642	91428	19268
2643	91462	19233
2644	91497	19198
2645	91533	19164
2646	91566	19129
2647	91598	19094
2648	91627	19058
2649	91655	19022
2650	91682	18986
2651	91718	18952
2652	91756	18918
2653	91790	18883
2654	91827	18849
2655	91859	18814
2656	91892	18779
2657	91927	18745
2658	91959	18709
2659	91994	18675
2660	92024	18640
2661	92056	18604
2662	92083	18568
2663	92116	18533
2664	92154	18500
2665	92187	18465
2666	92218	18429
2667	92250	18394
2668	92284	18360
2669	92310	18323
2670	92346	18289
2671	92381	18254
2672	92408	18218
2673	92443	18184
2674	92477	18149
2675	92510	18114
2676	92537	18078
2677	92566	18043
2678	92599	18008
2679	92626	17972
2680	92662	17938
2681	92696	17903
2682	92723	17867
2683	92755	17832
2684	92787	17797
2685	92821	17762
2686	92857	17728
2687	92892	17693
2688	92927	17659
2689	92963	17625
2690	92999	17590
2691	93030	17555
2692	93070	17521
2693	93103	17487
2694	93140	17452
2695	93175	17418
2696	93212	17384
2697	93242	17349
2698	93274	17314
2699	93311	17279
2700	93345	17245
2701	93380	17210
2702	93420	17177
2703	93456	17142
2704	93494	17108
2705	93527	17074
2706	93563	17039
2707	93599	17005
2708	93632	16970
2709	93668	16936
2710	93705	16902
2711	93733	16866
2712	93768	16831
2713	93800	16797
2714	93836	16762
2715	93868	16727
2716	93905	16693
2717	93939	16658
2718	93976	16624
2719	94010	16590
2720	94043	16555
2721	94078	16520
2722	94112	16486
2723	94145	16451
2724	94179	16416
2725	94215	16382
2726	94250	16347
2727	94282	16312
2728	94319	16278
2729	94354	16244
2730	94389	16209
2731	94426	16175
2732	94458	16140
2733	94491	16105
2734	94526	16071
2735	94553	16035
2736	94588	16000
2737	94620	15965
2738	94655	15931
2739	94693	15897
2740	94730	15863
2741	94765	15828
2742	94797	15793
2743	94830	15758
2744	94867	15724
2745	94903	15690
2746	94939	15656
2747	94968	15620
2748	94999	15585
2749	95029	15550
2750	95063	15515
2751	95099	15481
2752	95129	15446
2753	95162	15411
2754	95198	15376
2755	95232	15342
2756	95268	15307
2757	95303	15273
2758	95341	15239
2759	95379	15205
2760	95417	15171
2761	95449	15136
2762	95482	15101
2763	95519	15067
2764	95553	15032
2765	95583	14997
2766	95617	14962
2767	95653	14928
2768	95688	14894
2769	95721	14859
2770	95753	14824
2771	95789	14790
2772	95822	14755
2773	95856	14720
2774	95895	14686
2775	95932	14652
2776	95968	14618
2777	96004	14583
2778	96036	14548
2779	96072	14514
2780	96102	14479
2781	96134	14444
2782	96167	14409
2783	96197	14374
2784	96231	14339
2785	96265	14305
2786	96301	14270
2787	96334	14235
2788	96372	14201
2789	96403	14166
2790	96438	14132
2791	96474	14097
2792	96513	14064
2793	96541	14028
2794	96573	13993
2795	96604	13958
2796	96638	13923
2797	96671	13889
2798	96705	13854
2799	96737	13819
2800	96773	13785
2801	96806	13750
2802	96838	13715
2803	96872	13680
2804	96907	13646
2805	96939	13611
2806	96965	13575
2807	96993	13540
2808	97029	13506
2809	97061	13471
2810	97097	13436
2811	97127	13401
2812	97163	13367
2813	97191	13331
2814	97224	13297
2815	97259	13262
2816	97299	13228
2817	97337	13194
2818	97372	13160
2819	97404	13125
2820	97438	13090
2821	97475	13056
2822	97509	13021
2823	97547	12987
2824	97582	12953
2825	97617	12918
2826	97652	12884
2827	97687	12849
2828	97717	12814
2829	97750	12780
2830	97785	12745
2831	97816	12710
2832	97854	12676
2833	97888	12641
2834	97921	12607
2835	97948	12571
2836	97974	12536
2837	98007	12501
2838	98039	12466
2839	98069	12431
2840	98102	12396
2841	98136	12362
2842	98171	12327
2843	98206	12293
2844	98239	12258
2845	98278	12224
2846	98314	12190
2847	98347	12155
2848	98374	12119
2849	98410	12085
2850	98445	12051
2851	98484	12016
2852	98518	11982
2853	98551	11947
2854	98587	11913
2855	98621	11878
2856	98652	11843
2857	98680	11808
2858	98714	11773
2859	98744	11738
2860	98779	11704
2861	98813	11669
2862	98842	11634
2863	98875	11599
2864	98908	11565
2865	98942	11530
2866	98972	11495
2867	99007	11461
2868	99041	11426
2869	99076	11392
2870	99111	11357
2871	99152	11323
2872	99190	11289
2873	99225	11255
2874	99259	11220
2875	99292	11185
2876	99326	11151
2877	99361	11116
2878	99396	11082
2879	99427	11047
2880	99462	11013
2881	99499	10978
2882	99535	10944
2883	99568	10909
2884	99603	10875
2885	99640	10840
2886	99672	10806
2887	99707	10771
2888	99738	10736
2889	99774	10702
2890	99806	10667
2891	99846	10633
2892	99881	10599
2893	99910	10564
2894	99946	10529
2895	99983	10495
2896	100015	10460
2897	100049	10426
2898	100076	10390
2899	100113	10356
2900	100148	10322
2901	100184	10287
2902	100214	10252
2903	100248	10218
2904	100287	10184
2905	100322	10149
2906	100361	10115
2907	100394	10080
2908	100426	10046
2909	100462	10011
2910	100494	9976
2911	100528	9942
2912	100566	9908
2913	100603	9873
2914	100642	9839
2915	100681	9805
2916	100718	9771
2917	100755	9737
2918	100787	9702
2919	100815	9667
2920	100850	9632
2921	100883	9598
2922	100916	9563
2923	100945	9528
2924	100983	9494
2925	101013	9459
2926	101051	9425
2927	101088	9390
2928	101126	9356
2929	101161	9322
2930	101196	9287
2931	101227	9252
2932	101264	9218
2933	101297	9183
2934	101331	9149
2935	101361	9114
2936	101393	9079
2937	101428	9045
2938	101460	9010
2939	101497	8975
2940	101533	8941
2941	101570	8907
2942	101602	8872
2943	101637	8838
2944	101671	8803
2945	101704	8768
2946	101742	8734
2947	101772	8699
2948	101811	8665
2949	101844	8630
2950	101881	8596
2951	101913	8561
2952	101940	8526
2953	101974	8492
2954	102009	8457
2955	102043	8423
2956	102082	8388
2957	102117	8354
2958	102153	8320
2959	102180	8284
2960	102210	8249
2961	102243	8215
2962	102281	8181
2963	102315	8146
2964	102347	8111
2965	102374	8076
2966	102407	8042
2967	102440	8007
2968	102476	7973
2969	102507	7938
2970	102543	7903
2971	102578	7869
2972	102609	7834
2973	102643	7800
2974	102677	7765
2975	102714	7731
2976	102749	7696
2977	102788	7662
2978	102825	7628
2979	102859	7593
2980	102894	7559
2981	102929	7524
2982	102960	7489
2983	102993	7455
2984	103024	7420
2985	103056	7385
2986	103093	7351
2987	103127	7316
2988	103161	7282
2989	103195	7247
2990	103226	7213
2991	103256	7178
2992	103291	7143
2993	103322	7109
2994	103360	7074
2995	103396	7040
2996	103429	7005
2997	103463	6971
2998	103494	6936
2999	103529	6901
3000	103565	6867
3001	103600	6833
3002	103637	6798
3003	103676	6764
3004	103710	6729
3005	103743	6695
3006	103778	6660
3007	103812	6626
3008	103844	6591
3009	103877	6557
3010	103909	6522
3011	103942	6487
3012	103975	6453
3013	104008	6418
3014	104044	6384
3015	104079	6349
3016	104117	6315
3017	104152	6280
3018	104182	6246
3019	104215	6211
3020	104250	6177
3021	104281	6142
3022	104312	6107
3023	104348	6073
3024	104381	6038
3025	104416	6004
3026	104448	5969
3027	104482	5934
3028	104514	5900
3029	104546	5865
3030	104576	5830
3031	104611	5796
3032	104647	5761
3033	104680	5727
3034	104711	5692
3035	104744	5658
3036	104777	5623
3037	104813	5589
3038	104848	5554
3039	104883	5520
3040	104918	5485
3041	104952	5451
3042	104984	5416
3043	105020	5382
3044	105059	5347
3045	105097	5313
3046	105131	5279
3047	105167	5244
3048	105201	5210
3049	105232	5175
3050	105263	5140
3051	105293	5105
3052	105327	5071
3053	105353	5036
3054	105386	5001
3055	105412	4967
3056	105447	4932
3057	105482	4898
3058	105514	4863
3059	105548	4828
3060	105579	4794
3061	105614	4759
3062	105650	4725
3063	105679	4690
3064	105715	4656
3065	105746	4621
3066	105779	4587
3067	105810	4552
3068	105845	4518
3069	105874	4483
3070	105907	4448
3071	105938	4414
3072	105974	4379
3073	106010	4345
3074	106047	4310
3075	106076	4276
3076	106110	4241
3077	106141	4207
3078	106171	4172
3079	106203	4137
3080	106237	4103
3081	106272	4068
3082	106306	4034
3083	106340	3999
3084	106375	3965
3085	106408	3930
3086	106439	3896
3087	106473	3861
3088	106507	3827
3089	106540	3792
3090	106575	3758
3091	106610	3723
3092	106636	3689
3093	106670	3654
3094	106710	3620
3095	106739	3585
3096	106775	3551
3097	106816	3516
3098	106853	3482
3099	106883	3447
3100	106919	3413
3101	106951	3378
3102	106987	3344
3103	107018	3309
3104	107057	3275
3105	107090	3240
3106	107123	3206
3107	107158	3172
3108	107193	3137
3109	107227	3103
3110	107261	3068
3111	107296	3034
3112	107327	2999
3113	107361	2965
3114	107396	2930
3115	107429	2896
3116	107463	2861
3117	107501	2827
3118	107535	2792
3119	107570	2758
3120	107600	2723
3121	107634	2689
3122	107668	2654
3123	107703	2620
3124	107740	2585
3125	107776	2551
3126	107808	2516
3127	107843	2482
3128	107876	2447
3129	107907	2413
3130	107939	2378
3131	107973	2344
3132	108008	2309
3133	108042	2275
3134	108075	2240
3135	108101	2206
3136	108138	2171
3137	108173	2137
3138	108210	2102
3139	108238	2068
3140	108274	2033
3141	108307	1999
3142	108341	1964
3143	108377	1930
3144	108411	1895
3145	108444	1861
3146	108479	1826
3147	108505	1792
3148	108542	1757
3149	108576	1723
3150	108610	1688
3151	108640	1654
3152	108675	1619
3153	108701	1585
3154	108735	1550
3155	108766	1516
3156	108798	1481
3157	108829	1447
3158	108866	1412
3159	108899	1378
3160	108929	1343
3161	108963	1309
3162	108998	1275
3163	109032	1240
3164	109070	1206
3165	109105	1171
3166	109140	1137
3167	109177	1102
3168	109212	1068
3169	109242	1033
3170	109274	999
3171	109303	964
3172	109339	930
3173	109372	895
3174	109408	861
3175	109440	827
3176	109476	792
3177	109509	758
3178	109543	723
3179	109575	689
3180	109608	654
3181	109643	620
3182	109669	585
3183	109704	551
3184	109736	516
3185	109763	482
3186	109797	447
3187	109834	413
3188	109871	378
3189	109904	344
3190	109936	310
3191	109971	275
3192	110005	241
3193	110035	206
3194	110066	172
3195	110103	137
3196	110138	103
3197	110170	68
3198	110205	34
3199	110238	0
