iter	Logloss
621	0.0717910168
622	0.07175701803
623	0.07175038181
624	0.07173584311
625	0.07169159385
626	0.07166541367
627	0.07166541363
628	0.07166143067
629	0.0716326814
630	0.07160626131
631	0.07160265237
632	0.07159393737
633	0.07158984567
634	0.07157337836
635	0.07155264063
636	0.07151996585
637	0.0715131887
638	0.07148064302
639	0.07147128207
640	0.07145927754
641	0.07144086677
642	0.07142542196
643	0.07141719796
644	0.07140607399
645	0.07139305852
646	0.07138756548
647	0.07137744805
648	0.07134783387
649	0.07132944447
650	0.07132441936
651	0.07131313798
652	0.07127610935
653	0.07125091083
654	0.07123917066
655	0.07120648557
656	0.0711945244
657	0.07117583967
658	0.07115252095
659	0.07114707488
660	0.07114078203
661	0.07113073516
662	0.07110781483
663	0.07108151131
664	0.07107180923
665	0.07105116939
666	0.07104551674
667	0.07103773942
668	0.07102101562
669	0.07100158105
670	0.07097642272
671	0.07097077531
672	0.07093528872
673	0.07093157317
674	0.07092069701
675	0.07090268019
676	0.07089711244
677	0.07089083578
678	0.07087796177
679	0.07086126807
680	0.07082989431
681	0.07082306506
682	0.07080913554
683	0.07078500144
684	0.07077849576
685	0.07074461633
686	0.07072015189
687	0.07071704752
688	0.07071572881
689	0.07070709445
690	0.07070709153
691	0.07070257491
692	0.07066656757
693	0.07065803716
694	0.07064010371
695	0.07063164634
696	0.07060181431
697	0.07059498026
698	0.07058471148
699	0.07055702444
700	0.07053685824
701	0.07052813892
702	0.07051568945
703	0.0705119465
704	0.07050883891
705	0.07049836417
706	0.07048572118
707	0.07045813405
708	0.07044874715
709	0.07044226448
710	0.07041429513
711	0.07041429494
712	0.07040872829
713	0.07040520159
714	0.07039477425
715	0.07036915541
716	0.0703616779
717	0.07035739821
718	0.07032936428
719	0.07030999315
720	0.07028365708
721	0.07027891584
722	0.07025315854
723	0.07022824668
724	0.0701874156
725	0.07018332582
726	0.07018271038
727	0.07016175834
728	0.07015867725
729	0.07011482599
730	0.07009057479
731	0.07008574283
732	0.07008264903
733	0.07007242131
734	0.0700590653
735	0.07005529264
736	0.07005040491
737	0.07004933865
738	0.07003985947
739	0.07002040819
740	0.0700106695
741	0.07000262865
742	0.07000011129
743	0.06999773575
744	0.06999555663
745	0.0699812744
746	0.06997559491
747	0.06997232437
748	0.06996624246
749	0.06995941469
750	0.06995444393
751	0.06995174973
752	0.06994718015
753	0.06992602806
754	0.06992239559
755	0.06991592792
756	0.06991227249
757	0.0698810092
758	0.06987804347
759	0.06984962158
760	0.06981061791
761	0.06979920247
762	0.06979573313
763	0.06979099032
764	0.0697700705
765	0.06975498815
766	0.06975189222
767	0.06974594654
768	0.06972050207
769	0.0697128035
770	0.06970177545
771	0.0696769823
772	0.06966963231
773	0.06963977391
774	0.06963404659
775	0.06960942039
776	0.06958965311
777	0.06957868855
778	0.06956037788
779	0.06953208662
780	0.06952085138
781	0.06951005643
782	0.06949095777
783	0.0694895621
784	0.06948292161
785	0.06948098625
786	0.06946285144
787	0.06945768801
788	0.06945591486
789	0.06940514168
790	0.06936229307
791	0.06935850458
792	0.0693265219
793	0.06931024583
794	0.06928286757
795	0.06926107196
796	0.06925550024
797	0.0692349849
798	0.06918301612
799	0.06915690549
